"Anteil (60-70 J.) (RS)";"Anteil (60-70 J.) (Kreis)";"Anteil (60-70 J.) (Ins)";"Anteil (60-70 J.) (Abs)";"Anteil (60-70 J.) (value)"
"07235";"Trier-Saarburg";149398;20548;13,7538655135946
"07311";"Frankenthal(Pfalz),Stadt";48762;6061;12,4297608793733
"07312";"Kaiserslautern,Stadt";100030;12063;12,0593821853444
"07313";"LandauinderPfalz,Stadt";46881;5486;11,7019688146584
"07314";"LudwigshafenamRhein,Stadt";172253;18502;10,7411772218771
"07315";"Mainz,Stadt";218578;21468;9,82166549241003
"07316";"NeustadtanderWeinstraße,Stadt";53264;7461;14,0075848603184
"07317";"Pirmasens,Stadt";40231;5860;14,5658820312694
"07318";"Speyer,Stadt";50561;6808;13,4649235576828
"07319";"Worms,Stadt";83542;10512;12,5828924373369
"07320";"Zweibrücken,Stadt";34193;4816;14,084754189454
"07331";"Alzey-Worms";129687;18669;14,395428994425
"07332";"BadDürkheim";132671;19663;14,8208726850631
"07333";"Donnersbergkreis";75325;11335;15,0481247925656
"07334";"Germersheim";129013;17206;13,3366404935937
"07335";"Kaiserslautern,Landkreis";105979;15382;14,5141962086829
"07336";"Kusel";70219;11307;16,1024793859212
"07337";"SüdlicheWeinstraße";110521;16294;14,742899539454
"07338";"Rhein-Pfalz-Kreis";154609;20889;13,5108564184491
"07339";"Mainz-Bingen";211417;28318;13,3943817195401
"07340";"Südwestpfalz";94831;15019;15,8376480264892
"08111";"Stuttgart,Stadt";635911;59795;9,40304539471719
"08115";"Böblingen";392807;44503;11,329482417574
"08116";"Esslingen";535024;60595;11,3256601573014
"08117";"Göppingen";258145;31719;12,2872804044239
"08118";"Ludwigsburg";545423;61989;11,3653072936051
"08119";"Rems-Murr-Kreis";427248;51085;11,956755795229
"08121";"Heilbronn,Stadt";126592;13474;10,6436425682508
"08125";"Heilbronn";344456;41751;12,1208514295004
"08126";"Hohenlohekreis";112655;14269;12,6661044782744
"08127";"SchwäbischHall";196761;25157;12,785562179497
"08128";"Main-Tauber-Kreis";132399;18407;13,9026729809138
"08135";"Heidenheim";132777;16519;12,441160743201
"08136";"Ostalbkreis";314025;39331;12,5247989809729
"08211";"Baden-Baden,Stadt";55185;7271;13,1756817975899
"08212";"Karlsruhe,Stadt";312060;31827;10,1990001922707
"08215";"Karlsruhe";445101;56975;12,8004655123219
"08216";"Rastatt";231420;31110;13,4430904848328
"08221";"Heidelberg,Stadt";161485;14837;9,18785026473047
"08222";"Mannheim,Stadt";310658;32280;10,390847813351
"08225";"Neckar-Odenwald-Kreis";143633;19813;13,7941837878482
"08226";"Rhein-Neckar-Kreis";548355;68957;12,5752477865616
"08231";"Pforzheim,Stadt";125957;13982;11,1006137015013
"08235";"Calw";159201;20641;12,965370820535
"08236";"Enzkreis";199556;25182;12,6190142115496
"08237";"Freudenstadt";118243;15346;12,9783581269081
"08311";"FreiburgimBreisgau,Stadt";231195;22852;9,88429680572677
"08315";"Breisgau-Hochschwarzwald";263601;34229;12,9851555950091
"08316";"Emmendingen";166408;21888;13,1532137877987
"08317";"Ortenaukreis";430953;56308;13,0659259826478
"08325";"Rottweil";139878;17601;12,5831081370909
"08326";"Schwarzwald-Baar-Kreis";212506;27310;12,8514018427715
"08327";"Tuttlingen";140766;16955;12,0448119574329
"08335";"Konstanz";286305;33873;11,8310892230314
"08336";"Lörrach";228736;28491;12,4558442921097
"08337";"Waldshut";171003;22460;13,1342724981433
"08415";"Reutlingen";287034;35084;12,2229422298404
"08416";"Tübingen";228678;25952;11,3487086645851
"08417";"Zollernalbkreis";189363;25014;13,2095499120736
"08421";"Ulm,Stadt";126790;12930;10,1979651392066
"08425";"Alb-Donau-Kreis";197076;23938;12,1465830441048
"08426";"Biberach";201282;24425;12,1347164674437
"08435";"Bodenseekreis";217470;27401;12,5998988366211
"08436";"Ravensburg";285424;34189;11,9783199730927
"08437";"Sigmaringen";130849;16815;12,8506904905655
"09161";"Ingolstadt,Stadt";137392;14652;10,6643763829044
"09162";"München,Stadt";1484226;134076;9,03339518375234
"09163";"Rosenheim,Stadt";63551;6694;10,5332724898113
"09171";"Altötting";111516;14349;12,8672118799096
"09172";"BerchtesgadenerLand";105929;12749;12,0354199510993
"09173";"BadTölz-Wolfratshausen";127917;15163;11,8537801855891
"09174";"Dachau";154899;16954;10,9451965474277
"09175";"Ebersberg";143649;14877;10,3564939540129
"09176";"Eichstätt";132881;15541;11,6954267351992
"09177";"Erding";138182;15373;11,1251827300227
"09178";"Freising";180007;18337;10,1868260678751
"09179";"Fürstenfeldbruck";219311;23930;10,9114453903361
"09180";"Garmisch-Partenkirchen";88424;10852;12,272686148557
"09181";"Landsberga.Lech";120302;14353;11,9308074678725
"09182";"Miesbach";100010;11569;11,5678432156784
"09183";"Mühldorfa.Inn";115872;14402;12,4292322562828
"09184";"München";350473;34968;9,97737343532883
"09185";"Neuburg-Schrobenhausen";97303;11891;12,2205892932386
"09186";"Pfaffenhofena.d.Ilm";128227;15144;11,8103051619394
"09187";"Rosenheim";261330;32095;12,281406650595
"09188";"Starnberg";136667;15565;11,3889966122034
"09189";"Traunstein";177319;22543;12,7132456194768
"09190";"Weilheim-Schongau";135478;16848;12,435967463352
"09261";"Landshut,Stadt";73411;8102;11,0364931685987
"09262";"Passau,Stadt";52803;6065;11,4860898055035
"09263";"Straubing,Stadt";47791;6046;12,6509175367747
"09271";"Deggendorf";119478;15917;13,3221178794422
"09272";"Freyung-Grafenau";78362;11792;15,0481100533422
"09273";"Kelheim";123058;14974;12,1682458678022
"09274";"Landshut";159895;19646;12,2868132211764
"09275";"Passau";192656;26958;13,9928162112781
"09276";"Regen";77410;11390;14,7138612582354
"09277";"Rottal-Inn";121502;15963;13,1380553406528
"09278";"Straubing-Bogen";101120;13282;13,1348892405063
"09279";"Dingolfing-Landau";96683;12334;12,757154825564
"09361";"Amberg,Stadt";42207;5659;13,4077285758287
"09362";"Regensburg,Stadt";153094;14727;9,61958012724209
"09363";"WeideninderOberpfalz,Stadt";42743;5407;12,6500245654259
"09371";"Amberg-Sulzbach";103049;14486;14,0573901736067
"09372";"Cham";127998;17928;14,0064688510758
"09373";"NeumarktinderOberpfalz";134573;17168;12,7573881833652
"09374";"NeustadtanderWaldnaab";94450;13233;14,0105876124934
"09375";"Regensburg";194070;25269;13,0205595918998
"09376";"Schwandorf";147872;19566;13,2317139147371
"09377";"Tirschenreuth";72046;10353;14,3699858423785
"09461";"Bamberg,Stadt";77373;8211;10,612229072157
"09462";"Bayreuth,Stadt";74783;8598;11,4972654212856
"09463";"Coburg,Stadt";41072;5296;12,8944292948968
"09464";"Hof,Stadt";45825;5931;12,9427168576105
"09471";"Bamberg";147163;19434;13,2057650360485
"09472";"Bayreuth";103664;14507;13,9942506559654
"09473";"Coburg";86747;12267;14,1411230359551
"09474";"Forchheim";116203;15625;13,4462965672143
"09475";"Hof";94801;13944;14,7087056043713
"09476";"Kronach";66743;9955;14,9154218419909
"09477";"Kulmbach";71566;10607;14,8212838498728
"09478";"Lichtenfels";66776;9460;14,1667665029352
"09479";"WunsiedelimFichtelgebirge";72655;10761;14,8110935241897
"09561";"Ansbach,Stadt";41798;5149;12,3187712330734
"09562";"Erlangen,Stadt";112528;10864;9,6544859945969
"09563";"Fürth,Stadt";128497;14500;11,2843101395363
"09564";"Nürnberg,Stadt";518370;55684;10,742133996952
"09565";"Schwabach,Stadt";40981;4829;11,7835094311998
"09571";"Ansbach";184591;24248;13,1360683890331
"09572";"Erlangen-Höchstadt";137262;17955;13,0808235345544
"09573";"Fürth";117853;15393;13,0611863932187
"09574";"NürnbergerLand";170792;22286;13,0486205442878
"09575";"NeustadtanderAisch-BadWinsheim";101014;13740;13,6020749599066
"09576";"Roth";126749;16387;12,9287016071133
"09577";"Weißenburg-Gunzenhausen";94734;12833;13,5463508349695
"09661";"Aschaffenburg,Stadt";71002;8864;12,4841553759049
"09662";"Schweinfurt,Stadt";53426;6776;12,6829633511773
"09663";"Würzburg,Stadt";127934;13316;10,4084918786249
"09671";"Aschaffenburg";174200;23505;13,4931113662457
"09672";"BadKissingen";103235;15111;14,6374775996513
"09673";"Rhön-Grabfeld";79635;11481;14,4170276888303
"09674";"Haßberge";84384;12074;14,308399696625
"09675";"Kitzingen";91155;12045;13,2137567878888
"09676";"Miltenberg";128743;17271;13,4150982966064
"09677";"Main-Spessart";126158;18359;14,5523866897066
"09678";"Schweinfurt";115445;16103;13,948633548443
"09679";"Würzburg";162302;22562;13,901245825683
"09761";"Augsburg,Stadt";296582;31041;10,466245422851
"09762";"Kaufbeuren,Stadt";44398;5571;12,5478625163296
"09763";"Kempten(Allgäu),Stadt";69151;7933;11,4719960665789
"09764";"Memmingen,Stadt";44100;5358;12,1496598639456
"09771";"Aichach-Friedberg";134655;16146;11,9906427537039
"09772";"Augsburg";253468;31117;12,2765003866366
"09773";"DillingenanderDonau";96562;12421;12,8632381267994
"09774";"Günzburg";127027;15769;12,4138962582758
"09775";"Neu-Ulm";175204;20956;11,9609141343805
"09776";"Lindau(Bodensee)";81981;9961;12,1503763067052
"09777";"Ostallgäu";141182;17609;12,4725531583346
"09778";"Unterallgäu";145341;17715;12,1885772080831
"09779";"Donau-Ries";133783;16652;12,447022416899
"09780";"Oberallgäu";156008;19783;12,6807599610276
"10041";"RegionalverbandSaarbrücken";328714;45573;13,8640276958085
"10042";"Merzig-Wadern";103243;15640;15,148726790194
"10043";"Neunkirchen";131408;19983;15,2068367222696
"10044";"Saarlouis";194319;29674;15,2707661113942
"10045";"Saarpfalz-Kreis";142196;21656;15,2296829727981
"10046";"St.Wendel";87007;13994;16,0837633753606
"11000";"Berlin(BL)";3669491;386989;10,5461220643408
"12051";"BrandenburganderHavel,Stadt";72184;10504;14,5517012080239
"12052";"Cottbus,Stadt";99678;14604;14,6511767892614
"12053";"Frankfurt(Oder),Stadt";57751;9263;16,0395490987169
"12054";"Potsdam,Stadt";180334;19543;10,8371133563277
"12060";"Barnim";185244;28102;15,1702619248127
"12061";"Dahme-Spreewald";170791;24981;14,626648945202
"12062";"Elbe-Elster";101827;17826;17,5061624127196
"12063";"Havelland";162996;23141;14,1972809148691
"12064";"Märkisch-Oderland";195751;30985;15,8287824838698
"12065";"Oberhavel";212914;30592;14,3682425768151
"12066";"Oberspreewald-Lausitz";109371;18147;16,5921496557588
"12067";"Oder-Spree";178803;29442;16,4661666750558
"12068";"Ostprignitz-Ruppin";98861;17069;17,2656558197874
"12069";"Potsdam-Mittelmark";216566;32169;14,8541322275888
"12070";"Prignitz";76158;13185;17,3126920349799
"12071";"Spree-Neiße";113720;20807;18,2966936334858
"12072";"Teltow-Fläming";169997;23841;14,0243651358553
"12073";"Uckermark";118947;20799;17,4859391157406
"13003";"Rostock,Stadt";209191;26251;12,5488190218508
"13004";"Schwerin,Stadt";95653;13699;14,3215581319979
"13071";"MecklenburgischeSeenplatte";258074;45067;17,4628207413378
"13072";"Rostock";215794;35624;16,5083366544019
"13073";"Vorpommern-Rügen";224702;37917;16,8743491379694
"13074";"Nordwestmecklenburg";157322;24818;15,7752888979291
"13075";"Vorpommern-Greifswald";235623;39585;16,8001426006799
"13076";"Ludwigslust-Parchim";211779;35857;16,9313293574906
"14511";"Chemnitz,Stadt";246334;33472;13,5880552420697
"14521";"Erzgebirgskreis";334948;59305;17,7057334272783
"14522";"Mittelsachsen";304099;48669;16,0043275380715
"14523";"Vogtlandkreis";225997;37422;16,5586268844277
"14524";"Zwickau";315002;50205;15,9379940444823
"14612";"Dresden,Stadt";556780;57822;10,3850713028485
"14625";"Bautzen";299758;47947;15,9952361571668
"14626";"Görlitz";252725;42029;16,6303294094371
"14627";"Meißen";241717;36976;15,2972277498066
"14628";"SächsischeSchweiz-Osterzgebirge";245586;36667;14,9304113426661
"14713";"Leipzig,Stadt";593145;59766;10,0761196671977
"14729";"Leipzig,Landkreis";258139;40259;15,5958611445771
"14730";"Nordsachsen";197741;31523;15,9415599192884
"15001";"Dessau-Roßlau,Stadt";80103;12807;15,988165237257
"15002";"Halle(Saale),Stadt";238762;28850;12,0831623122607
"15003";"Magdeburg,Stadt";237565;29562;12,4437522362301
"15081";"AltmarkkreisSalzwedel";83173;13549;16,2901422336576
"15082";"Anhalt-Bitterfeld";158486;26807;16,9144277728001
"15083";"Börde";170923;27849;16,293301662152
"15084";"Burgenlandkreis";178846;29453;16,4683582523512
"15085";"Harz";213310;35127;16,4675823918241
"15086";"JerichowerLand";89589;14895;16,6259250577638
"15087";"Mansfeld-Südharz";134942;23537;17,4423085473759
"15088";"Saalekreis";183815;29890;16,2609145064331
"15089";"Salzlandkreis";189125;30706;16,2358228684732
"15090";"Stendal";111190;18629;16,7542045147945
"15091";"Wittenberg";124953;21446;17,1632533832721
"16051";"Erfurt,Stadt";213981;27363;12,7875839443689
"16052";"Gera,Stadt";93125;15417;16,5551677852349
"16053";"Jena,Stadt";111343;11859;10,6508716309063
"16054";"Suhl,Stadt";36789;6495;17,6547337519367
"16055";"Weimar,Stadt";65228;7940;12,1726865763169
"16056";"Eisennach,Stadt";42250;5764;13,6426035502959
"16061";"Eichsfeld";100006;15275;15,2740835549867
"16062";"Nordhausen";83416;12811;15,3579648988204
"16063";"Wartburgkreis";118974;19624;16,4943601122934
"16064";"Unstrut-Hainich-Kreis";102232;16326;15,9695594334455
"16065";"Kyffhäuserkreis";74212;12936;17,4311432113405
"16066";"Schmalkalden-Meiningen";124916;20517;16,4246373563034
"16067";"Gotha";134908;20761;15,3890058410176
"16068";"Sömmerda";69427;11731;16,8968844973857
"16069";"Hildburghausen";63197;10477;16,5783185910724
"16070";"Ilm-Kreis";106249;16219;15,2650848478574
"16071";"WeimarerLand";82156;13342;16,2398364087833
"16072";"Sonneberg";57717;9748;16,8893047109171
"16073";"Saalfeld-Rudolstadt";103199;17522;16,9788466942509
"16074";"Saale-Holzland-Kreis";82950;13516;16,2941531042797
"16075";"Saale-Orla-Kreis";80312;13652;16,9987050503038
"16076";"Greiz";97398;17430;17,8956446744286
"16077";"AltenburgerLand";89393;15453;17,2865884353361
