"Anteil (16-60 J.) (RS)";"Anteil (16-60 J.) (Kreis)";"Anteil (16-60 J.) (Ins)";"Anteil (16-60 J.) (Abs)";"Anteil (16-60 J.) (value)"
"06438";"Offenbach";355813;201753;56,701975475882
"06439";"Rheingau-Taunus-Kreis";187160;103619;55,3638597991024
"06440";"Wetteraukreis";308339;175550;56,9340887789089
"06531";"Gießen";270688;162506;60,0344307837806
"06532";"Lahn-Dill-Kreis";253319;141560;55,8821091193317
"06533";"Limburg-Weilburg";171912;97020;56,4358509004607
"06534";"Marburg-Biedenkopf";247084;147184;59,5684058862573
"06535";"Vogelsbergkreis";105643;56808;53,7735581155401
"06611";"Kassel,Stadt";202137;121631;60,1725562366118
"06633";"Kassel";236764;127109;53,6859488773631
"06631";"Fulda";223145;127151;56,981335006386
"06632";"Hersfeld-Rotenburg";120719;65219;54,0254640943016
"06634";"Schwalm-Eder-Kreis";179673;98973;55,0850712127031
"06635";"Waldeck-Frankenberg";156406;85665;54,77091671675
"06636";"Werra-Meißner-Kreis";100629;53655;53,3196195927615
"07111";"Koblenz,Stadt";114052;67364;59,0642864658226
"07131";"Ahrweiler";130086;70251;54,0035053733684
"07132";"Altenkirchen(Westerwald)";128805;71382;55,4186561080704
"07133";"BadKreuznach";158345;86347;54,5309292999463
"07134";"Birkenfeld";80951;43484;53,7164457511334
"07135";"Cochem-Zell";61375;33338;54,318533604888
"07137";"Mayen-Koblenz";214434;119803;55,8694050383801
"07138";"Neuwied";182811;100849;55,1657175990504
"07140";"Rhein-Hunsrück-Kreis";103163;56790;55,0488062580576
"07141";"Rhein-Lahn-Kreis";122297;66855;54,6660997407949
"07143";"Westerwaldkreis";201904;114086;56,5050717172518
"07211";"Trier,Stadt";111528;70919;63,5885158883868
"07231";"Bernkastel-Wittlich";112483;61904;55,0340940408773
"07232";"Bitburg-Prüm";99058;56137;56,670839306265
"07233";"Vulkaneifel";60646;32621;53,7892029152788
"07235";"Trier-Saarburg";149398;84317;56,4378371865755
"07311";"Frankenthal(Pfalz),Stadt";48762;26921;55,2089742012223
"07312";"Kaiserslautern,Stadt";100030;59933;59,9150254923523
"07313";"LandauinderPfalz,Stadt";46881;28508;60,8092830784326
"07314";"LudwigshafenamRhein,Stadt";172253;101324;58,8227781228774
"07315";"Mainz,Stadt";218578;139693;63,9099085909835
"07316";"NeustadtanderWeinstraße,Stadt";53264;28575;53,6478672273956
"07317";"Pirmasens,Stadt";40231;21350;53,0685292436181
"07318";"Speyer,Stadt";50561;28185;55,7445461917288
"07319";"Worms,Stadt";83542;47727;57,1293481123267
"07320";"Zweibrücken,Stadt";34193;18944;55,4031526920715
"07331";"Alzey-Worms";129687;73444;56,6317364115139
"07332";"BadDürkheim";132671;71532;53,9168318622759
"07333";"Donnersbergkreis";75325;41611;55,2419515433123
"07334";"Germersheim";129013;74066;57,4097184004713
"07335";"Kaiserslautern,Landkreis";105979;57769;54,5098557261344
"07336";"Kusel";70219;37581;53,5197026445834
"07337";"SüdlicheWeinstraße";110521;60497;54,7380135901774
"07338";"Rhein-Pfalz-Kreis";154609;84890;54,9062473724039
"07339";"Mainz-Bingen";211417;118999;56,2863913497969
"07340";"Südwestpfalz";94831;50709;53,4730204258101
"08111";"Stuttgart,Stadt";635911;401612;63,1553786614794
"08115";"Böblingen";392807;226612;57,6904179406172
"08116";"Esslingen";535024;311559;58,2327147941027
"08117";"Göppingen";258145;145872;56,5077766371613
"08118";"Ludwigsburg";545423;316992;58,1185611901222
"08119";"Rems-Murr-Kreis";427248;243937;57,0949425158222
"08121";"Heilbronn,Stadt";126592;74963;59,2162221941355
"08125";"Heilbronn";344456;200873;58,3160113338133
"08126";"Hohenlohekreis";112655;65374;58,0302694065954
"08127";"SchwäbischHall";196761;113653;57,7619548589406
"08128";"Main-Tauber-Kreis";132399;73386;55,4279110869417
"08135";"Heidenheim";132777;74481;56,094805576267
"08136";"Ostalbkreis";314025;180072;57,3432051588249
"08211";"Baden-Baden,Stadt";55185;29815;54,0273625079279
"08212";"Karlsruhe,Stadt";312060;197039;63,1413830673588
"08215";"Karlsruhe";445101;253494;56,9520176319532
"08216";"Rastatt";231420;130553;56,4138795264022
"08221";"Heidelberg,Stadt";161485;105778;65,5032975198935
"08222";"Mannheim,Stadt";310658;193030;62,1358535753143
"08225";"Neckar-Odenwald-Kreis";143633;80621;56,1298587371983
"08226";"Rhein-Neckar-Kreis";548355;309379;56,4194727867896
"08231";"Pforzheim,Stadt";125957;72758;57,7641576093429
"08235";"Calw";159201;90224;56,6730108479218
"08236";"Enzkreis";199556;112849;56,5500410912225
"08237";"Freudenstadt";118243;67263;56,8853970213882
"08311";"FreiburgimBreisgau,Stadt";231195;147330;63,7254265879452
"08315";"Breisgau-Hochschwarzwald";263601;146468;55,5642808638814
"08316";"Emmendingen";166408;93595;56,244291139849
"08317";"Ortenaukreis";430953;243575;56,5200845567846
"08325";"Rottweil";139878;78820;56,3491042193912
"08326";"Schwarzwald-Baar-Kreis";212506;118294;55,6661929545519
"08327";"Tuttlingen";140766;80566;57,2339911626387
"08335";"Konstanz";286305;165926;57,9542795270778
"08336";"Lörrach";228736;129976;56,8235870173475
"08337";"Waldshut";171003;95183;55,661596580177
"08415";"Reutlingen";287034;163935;57,1134430067518
"08416";"Tübingen";228678;139963;61,2052755402794
"08417";"Zollernalbkreis";189363;106248;56,1081098208203
"08421";"Ulm,Stadt";126790;77963;61,4898651313195
"08425";"Alb-Donau-Kreis";197076;113779;57,7335647161501
"08426";"Biberach";201282;116635;57,9460657187429
"08435";"Bodenseekreis";217470;121280;55,768611762542
"08436";"Ravensburg";285424;165296;57,9124390380627
"08437";"Sigmaringen";130849;74698;57,0871768221385
"09161";"Ingolstadt,Stadt";137392;83176;60,5391871433562
"09162";"München,Stadt";1484226;938414;63,2258160145423
"09163";"Rosenheim,Stadt";63551;37982;59,7661720507939
"09171";"Altötting";111516;62415;55,9695469708383
"09172";"BerchtesgadenerLand";105929;59268;55,9506839486826
"09173";"BadTölz-Wolfratshausen";127917;72507;56,6828490349211
"09174";"Dachau";154899;92096;59,455516175056
"09175";"Ebersberg";143649;84517;58,8357733085507
"09176";"Eichstätt";132881;78410;59,0076835664994
"09177";"Erding";138182;83929;60,7380121868261
"09178";"Freising";180007;112784;62,6553411811763
"09179";"Fürstenfeldbruck";219311;124415;56,7299405866555
"09180";"Garmisch-Partenkirchen";88424;48486;54,8335293585452
"09181";"Landsberga.Lech";120302;69424;57,7081012784492
"09182";"Miesbach";100010;56243;56,2373762623738
"09183";"Mühldorfa.Inn";115872;66999;57,8215617232809
"09184";"München";350473;202499;57,7787732578544
"09185";"Neuburg-Schrobenhausen";97303;56630;58,1996444097304
"09186";"Pfaffenhofena.d.Ilm";128227;76028;59,2917248317437
"09187";"Rosenheim";261330;148005;56,6352887154173
"09188";"Starnberg";136667;75002;54,8793783429797
"09189";"Traunstein";177319;98987;55,8242489524529
"09190";"Weilheim-Schongau";135478;75893;56,0186893813018
"09261";"Landshut,Stadt";73411;43877;59,7689719524322
"09262";"Passau,Stadt";52803;32187;60,9567638202375
"09263";"Straubing,Stadt";47791;28070;58,7349082463225
"09271";"Deggendorf";119478;69511;58,1789115987881
"09272";"Freyung-Grafenau";78362;44235;56,4495546310712
"09273";"Kelheim";123058;72493;58,9096198540526
"09274";"Landshut";159895;93624;58,5534256856062
"09275";"Passau";192656;108305;56,2167801677601
"09276";"Regen";77410;43296;55,9307582999613
"09277";"Rottal-Inn";121502;69162;56,9225197939129
"09278";"Straubing-Bogen";101120;58522;57,8738132911392
"09279";"Dingolfing-Landau";96683;56994;58,9493499374244
"09361";"Amberg,Stadt";42207;23670;56,0807449001351
"09362";"Regensburg,Stadt";153094;98605;64,4081414033208
"09363";"WeideninderOberpfalz,Stadt";42743;24281;56,8069625435744
"09371";"Amberg-Sulzbach";103049;58543;56,8108375627129
"09372";"Cham";127998;72776;56,8571383927874
"09373";"NeumarktinderOberpfalz";134573;78840;58,5853031440185
"09374";"NeustadtanderWaldnaab";94450;53780;56,9401799894124
"09375";"Regensburg";194070;112262;57,8461379914464
"09376";"Schwandorf";147872;85634;57,9108959099762
"09377";"Tirschenreuth";72046;40167;55,7518807428587
"09461";"Bamberg,Stadt";77373;47733;61,6920631227948
"09462";"Bayreuth,Stadt";74783;45632;61,0192155971277
"09463";"Coburg,Stadt";41072;23314;56,7637319828594
"09464";"Hof,Stadt";45825;25194;54,9787234042553
"09471";"Bamberg";147163;85693;58,2299898751724
"09472";"Bayreuth";103664;57775;55,7329448989041
"09473";"Coburg";86747;47794;55,0958534589092
"09474";"Forchheim";116203;66300;57,0553255940036
"09475";"Hof";94801;50647;53,4245419352117
"09476";"Kronach";66743;36869;55,2402499138486
"09477";"Kulmbach";71566;39438;55,1071737976134
"09478";"Lichtenfels";66776;37305;55,8658799568707
"09479";"WunsiedelimFichtelgebirge";72655;38360;52,7974674833115
"09561";"Ansbach,Stadt";41798;23760;56,8448251112493
"09562";"Erlangen,Stadt";112528;70800;62,917673823404
"09563";"Fürth,Stadt";128497;78091;60,7726250418298
"09564";"Nürnberg,Stadt";518370;309855;59,774871230974
"09565";"Schwabach,Stadt";40981;23170;56,5383958419756
"09571";"Ansbach";184591;105956;57,4004149714775
"09572";"Erlangen-Höchstadt";137262;77219;56,2566478704958
"09573";"Fürth";117853;64939;55,1016944838061
"09574";"NürnbergerLand";170792;95368;55,8386809686636
"09575";"NeustadtanderAisch-BadWinsheim";101014;57415;56,8386560278773
"09576";"Roth";126749;72139;56,9148474544178
"09577";"Weißenburg-Gunzenhausen";94734;52996;55,9419004792366
"09661";"Aschaffenburg,Stadt";71002;41366;58,26033069491
"09662";"Schweinfurt,Stadt";53426;29391;55,0125407105155
"09663";"Würzburg,Stadt";127934;80696;63,0762737036284
"09671";"Aschaffenburg";174200;98223;56,3851894374282
"09672";"BadKissingen";103235;55688;53,942945706398
"09673";"Rhön-Grabfeld";79635;44043;55,3060840082878
"09674";"Haßberge";84384;47679;56,502417519909
"09675";"Kitzingen";91155;52380;57,4625637650156
"09676";"Miltenberg";128743;72988;56,6927910643686
"09677";"Main-Spessart";126158;69701;55,2489735094088
"09678";"Schweinfurt";115445;64533;55,899346008922
"09679";"Würzburg";162302;91031;56,0874172838289
"09761";"Augsburg,Stadt";296582;181355;61,1483502033165
"09762";"Kaufbeuren,Stadt";44398;24716;55,6691742871301
"09763";"Kempten(Allgäu),Stadt";69151;39949;57,7706757675233
"09764";"Memmingen,Stadt";44100;25190;57,1201814058957
"09771";"Aichach-Friedberg";134655;77418;57,4935947421187
"09772";"Augsburg";253468;144195;56,8888380387268
"09773";"DillingenanderDonau";96562;55388;57,3600381102297
"09774";"Günzburg";127027;74217;58,4261613672684
"09775";"Neu-Ulm";175204;101560;57,9667130887423
"09776";"Lindau(Bodensee)";81981;46094;56,2252229175053
"09777";"Ostallgäu";141182;79721;56,4668300491564
"09778";"Unterallgäu";145341;82841;56,9976813149765
"09779";"Donau-Ries";133783;77388;57,8459146528333
"09780";"Oberallgäu";156008;87087;55,822137326291
"10041";"RegionalverbandSaarbrücken";328714;184548;56,1424216796364
"10042";"Merzig-Wadern";103243;57159;55,363559757078
"10043";"Neunkirchen";131408;71289;54,2501217581882
"10044";"Saarlouis";194319;105413;54,2473973209002
"10045";"Saarpfalz-Kreis";142196;76262;53,6316070775549
"10046";"St.Wendel";87007;46890;53,8922155688623
"11000";"Berlin(BL)";3669491;2210923;60,2514899205367
"12051";"BrandenburganderHavel,Stadt";72184;37359;51,755236617533
"12052";"Cottbus,Stadt";99678;53204;53,3758703023736
"12053";"Frankfurt(Oder),Stadt";57751;30216;52,3211719277588
"12054";"Potsdam,Stadt";180334;105622;58,5702086129072
"12060";"Barnim";185244;98724;53,2940338148604
"12061";"Dahme-Spreewald";170791;91282;53,4466101843774
"12062";"Elbe-Elster";101827;50578;49,6705196067841
"12063";"Havelland";162996;89213;54,7332449876071
"12064";"Märkisch-Oderland";195751;103204;52,7220806023979
"12065";"Oberhavel";212914;115880;54,4257305766648
"12066";"Oberspreewald-Lausitz";109371;54455;49,7892494354079
"12067";"Oder-Spree";178803;90708;50,7306924380463
"12068";"Ostprignitz-Ruppin";98861;50812;51,3974165747868
"12069";"Potsdam-Mittelmark";216566;116500;53,7942243934874
"12070";"Prignitz";76158;38100;50,0275742535256
"12071";"Spree-Neiße";113720;55995;49,2393598311643
"12072";"Teltow-Fläming";169997;93588;55,0527362247569
"12073";"Uckermark";118947;58950;49,5598880173523
"13003";"Rostock,Stadt";209191;118789;56,7849477271967
"13004";"Schwerin,Stadt";95653;50273;52,5576824563788
"13071";"MecklenburgischeSeenplatte";258074;131289;50,872617931291
"13072";"Rostock";215794;112561;52,1613205186428
"13073";"Vorpommern-Rügen";224702;115639;51,4632713549501
"13074";"Nordwestmecklenburg";157322;84145;53,4858443192942
"13075";"Vorpommern-Greifswald";235623;122922;52,1689308768669
"13076";"Ludwigslust-Parchim";211779;111662;52,7257187917593
"14511";"Chemnitz,Stadt";246334;127884;51,9148797973483
"14521";"Erzgebirgskreis";334948;160538;47,9292308059759
"14522";"Mittelsachsen";304099;151731;49,8952643711423
"14523";"Vogtlandkreis";225997;109875;48,6179020075488
"14524";"Zwickau";315002;155518;49,3704801874274
"14612";"Dresden,Stadt";556780;319902;57,4557275764216
"14625";"Bautzen";299758;148251;49,4568952288179
"14626";"Görlitz";252725;121398;48,0356118310417
"14627";"Meißen";241717;120651;49,9141558103071
"14628";"SächsischeSchweiz-Osterzgebirge";245586;122362;49,8245013966594
"14713";"Leipzig,Stadt";593145;354984;59,8477606656045
"14729";"Leipzig,Landkreis";258139;131171;50,8140962814608
"14730";"Nordsachsen";197741;101985;51,5750400776774
"15001";"Dessau-Roßlau,Stadt";80103;38614;48,2054355017914
"15002";"Halle(Saale),Stadt";238762;132513;55,5000376944405
"15003";"Magdeburg,Stadt";237565;131950;55,5426935785996
"15081";"AltmarkkreisSalzwedel";83173;43557;52,3691582604932
"15082";"Anhalt-Bitterfeld";158486;80112;50,548313415696
"15083";"Börde";170923;90701;53,065415420979
"15084";"Burgenlandkreis";178846;90085;50,3701508560438
"15085";"Harz";213310;108064;50,6605409966715
"15086";"JerichowerLand";89589;46113;51,4717208585876
"15087";"Mansfeld-Südharz";134942;66007;48,915089445836
"15088";"Saalekreis";183815;95232;51,8086119195931
"15089";"Salzlandkreis";189125;95881;50,6971579643093
"15090";"Stendal";111190;57476;51,6916988937854
"15091";"Wittenberg";124953;61916;49,5514313381832
"16051";"Erfurt,Stadt";213981;121075;56,5821264504793
"16052";"Gera,Stadt";93125;45564;48,9277852348993
"16053";"Jena,Stadt";111343;65723;59,0275095874909
"16054";"Suhl,Stadt";36789;17574;47,7697137731387
"16055";"Weimar,Stadt";65228;36403;55,8088550929049
"16056";"Eisennach,Stadt";42250;22329;52,8497041420118
"16061";"Eichsfeld";100006;52389;52,3858568485891
"16062";"Nordhausen";83416;43032;51,5872254723315
"16063";"Wartburgkreis";118974;61507;51,6978499504093
"16064";"Unstrut-Hainich-Kreis";102232;52647;51,4975741450818
"16065";"Kyffhäuserkreis";74212;37235;50,1738263353636
"16066";"Schmalkalden-Meiningen";124916;64387;51,544237727753
"16067";"Gotha";134908;71060;52,6729326652237
"16068";"Sömmerda";69427;36181;52,1137309692195
"16069";"Hildburghausen";63197;33287;52,6718040413311
"16070";"Ilm-Kreis";106249;55913;52,6244952893674
"16071";"WeimarerLand";82156;42735;52,0168946881543
"16072";"Sonneberg";57717;29438;51,0040369388568
"16073";"Saalfeld-Rudolstadt";103199;50846;49,2698572660588
"16074";"Saale-Holzland-Kreis";82950;42694;51,4695599758891
"16075";"Saale-Orla-Kreis";80312;40704;50,6823388783744
"16076";"Greiz";97398;47034;48,2905193125116
"16077";"AltenburgerLand";89393;43148;48,2677614578323
