#time,Werra-Meissner-Kreis,Kassel-City,Kassel,Waldeck-Frankenberg,Hersfeld-Rotenburg,Schwalm-Eder-Kreis,Fulda,Marburg-Biedenkopf,Lahn-Dill-Kreis,Limburg-Weilburg,Giessen,Vogelsbergkreis,Main-Kinzig-Kreis,Wetteraukreis,Rheingau-Taunus-Kreis,Hochtaunuskreis,Wiesbaden,Main-Taunus-Kreis,Frankfurt-am-Main,Offenbach-am-Main,Offenbach,Gross-Gerau,Darmstadt,Darmstadt-Dieburg,Odenwaldkreis,Bergstrasse
28.5753845539,33.031897245,87.92876062,55.07115138,44.23864575,21.99381408,43.72965265,110.0850721,220.87598792,110.30814523,131.95390721,231.8341,22.15161552,329.44305694,132.52718027,88.1051509,143.78947713,372.19523136,264.02219201,1462.5465600001,185.635678,186.83095466,295.98375006,153.9545586,319.41667708,10.7519012,44.34914929
33.2081732492,42.840110652,114.157792,71.62214022,57.41235087,28.51903527,56.70545012,142.90857994,286.94705023,143.31160266,171.33600263,301.09107387,28.78473187,427.62512123,172.24615721,114.36808436,186.7689756,482.85366054,342.66826881,1896.366606,240.773933,242.51093033,384.0274735,199.8285054,414.65618867,14.0173487,57.458532
37.3995684605,53.539845081,142.50556,89.41346568,71.80190378,35.61697127,70.84906936,178.56095847,358.26916619,179.03719566,213.89187963,376.0621103,35.96143348,533.51194385,215.12452769,142.85790036,233.24441413,602.35159345,427.67876801,2364.1892800001,300.264347,302.76652833,479.1808885,249.395289,517.63592625,17.4908173,71.81458371
41.2365131854,65.045135082,173.15764739,108.65843408,87.30368733,43.30287189,86.01254076,216.93265252,435.44684734,217.6148591,259.8482369,457.00076517,43.70465644,648.15417368,261.45402353,173.61476312,283.45307373,731.19559191,519.34080641,2868.0203550001,364.401427,367.8057315,581.76576989,302.9414226,628.72801608,21.2545479,87.30115514
44.8008741085,77.550885082,206.39242831,129.5440176,104.07422952,51.60723673,102.52139746,258.46579542,519.05899031,259.48637153,309.63126795,544.8759841,52.13825561,772.14503423,311.77465895,206.87073255,337.94861007,870.70271664,618.73107201,3412.826507,433.80691,438.311912,692.90066828,360.9444282,749.19768742,25.3278913,103.92598957
48.1578121803,91.157882163,242.59653354,152.3203903,122.40233555,60.64189769,120.50084455,303.92727326,610.23265054,305.14548548,363.893865,640.53899037,61.2897543,907.39999416,366.56437757,243.255048,397.30049753,1022.34199691,726.92625281,4004.625055,509.233425,515.20613666,813.91865083,424.088754,880.38459475,29.783413,122.339523
51.3566849914,106.066218326,282.26485047,177.39836432,142.45776113,70.61526873,140.25365063,353.66531494,710.14611323,355.31333948,423.30705616,745.33000783,71.40686226,1055.3770968,426.76044545,283.04439629,462.42622267,1188.26632045,845.31408001,4650.7705,591.695385,599.43918416,946.30601083,493.2021048,1023.87647675,34.6936785,142.42560614
54.4346292992,122.475244489,325.95412739,204.9122436,164.68253251,81.56293273,161.96648506,408.34898947,820.02889338,410.39273164,488.60534516,860.7160383,82.50792835,1218.10616718,493.00839683,326.93495712,534.1009034,1370.37529409,975.44976961,5359.094908,682.17448,692.05096866,1091.77888072,569.2076898,1181.75724042,40.0344993,164.46299729
57.4198539099,140.678428919,374.22111262,235.29917442,189.12956056,93.62552676,185.90569316,468.81169857,941.38202388,471.44263115,560.86781774,988.11880573,94.79020291,1397.69565028,566.25791189,375.36407417,613.27366373,1571.07508645,1118.98424321,6138.289962,781.881461,794.46765816,1252.09936078,653.0446356,1355.887517,46.0235719,188.89306371
60,158.381383348,421.21994893,264.96718399,213.07613994,105.41362434,209.26895797,527.69368326,1059.51280048,530.79038384,631.02652653,1112.15290237,106.75366587,1572.58222894,637.51496069,422.61504093,690.35835127,1765.974746,1258.47515521,6893.893305,878.643372,894.0617235,1408.06821928,734.637228,1525.20496075,51.7562464,212.78884343
